GameID,Year,Home_Team,Home_Score,Home_Team_wkts_lost,Away_Team,Away_Score,Away_Team_wkts_lost,Result,Winner,Bat_First_Win,Bat_Second_Win,Home_Team_Win,Away_Team_Win
0,2017,AUDLEY END & LITTLEBURY CC,181,7,"BARRINGTON CC, CAMBS",180,8,AUDLEY END & LITTLEBURY CC WON  BY 3 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,TRUE,FALSE
1,2017,SAWSTON AND BABRAHAM CC,154,8,AUDLEY END & LITTLEBURY CC,155,9,AUDLEY END & LITTLEBURY CC WON  BY 1 WICKET,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,FALSE,TRUE
2,2017,AUDLEY END & LITTLEBURY CC,213,7,MADINGLEY CC,201,9,AUDLEY END & LITTLEBURY CC WON  BY 12 RUNS,AUDLEY END & LITTLEBURY CC,TRUE,FALSE,TRUE,FALSE
3,2017,AUDLEY END & LITTLEBURY CC,208,9,YELLING CC,120,10,AUDLEY END & LITTLEBURY CC WON  BY 88 RUNS,AUDLEY END & LITTLEBURY CC,TRUE,FALSE,TRUE,FALSE
4,2017,CHESTERFORDS CC,145,7,AUDLEY END & LITTLEBURY CC,147,2,AUDLEY END & LITTLEBURY CC WON  BY 8 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,FALSE,TRUE
5,2017,AUDLEY END & LITTLEBURY CC,124,2,WILBRAHAMS CC,122,5,AUDLEY END & LITTLEBURY CC WON  BY 8 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,TRUE,FALSE
7,2017,MADINGLEY CC,227,7,AUDLEY END & LITTLEBURY CC,72,10,MADINGLEY CC WON  BY 155 RUNS,MADINGLEY CC,TRUE,FALSE,TRUE,FALSE
8,2017,AUDLEY END & LITTLEBURY CC,172,10,THRIPLOW CC,238,7,THRIPLOW CC WON  BY 66 RUNS,THRIPLOW CC,TRUE,FALSE,FALSE,TRUE
9,2017,WILBRAHAMS CC,161,6,AUDLEY END & LITTLEBURY CC,158,10,WILBRAHAMS CC WON  BY 4 WICKETS,WILBRAHAMS CC,FALSE,TRUE,TRUE,FALSE
10,2017,AUDLEY END & LITTLEBURY CC,160,1,COKENACH CC,159,10,AUDLEY END & LITTLEBURY CC WON  BY 9 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,TRUE,FALSE
11,2017,YELLING CC,169,9,AUDLEY END & LITTLEBURY CC,171,6,AUDLEY END & LITTLEBURY CC WON  BY 4 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,FALSE,TRUE
12,2017,AUDLEY END & LITTLEBURY CC,168,10,SAWSTON AND BABRAHAM CC,172,4,SAWSTON AND BABRAHAM CC WON  BY 6 WICKETS,SAWSTON AND BABRAHAM CC,FALSE,TRUE,FALSE,TRUE
13,2017,THRIPLOW CC,153,9,AUDLEY END & LITTLEBURY CC,154,3,AUDLEY END & LITTLEBURY CC WON  BY 7 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,FALSE,TRUE
14,2017,ASHWELL CC,186,4,AUDLEY END & LITTLEBURY CC,184,10,ASHWELL CC WON  BY 6 WICKETS,ASHWELL CC,FALSE,TRUE,TRUE,FALSE
15,2017,AUDLEY END & LITTLEBURY CC,205,7,CHESTERFORDS CC,201,3,AUDLEY END & LITTLEBURY CC WON  BY 2 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,TRUE,FALSE
16,2017,COKENACH CC,141,3,AUDLEY END & LITTLEBURY CC,142,2,AUDLEY END & LITTLEBURY CC WON  BY 8 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,FALSE,TRUE
17,2017,"BARRINGTON CC, CAMBS",195,8,AUDLEY END & LITTLEBURY CC,193,10,"BARRINGTON CC, CAMBS WON  BY 2 WICKETS","BARRINGTON CC, CAMBS",FALSE,TRUE,TRUE,FALSE
18,2017,OVER CC,173,9,CAMBRIDGE NCI CC,203,7,CAMBRIDGE NCI CC WON  BY 30 RUNS,CAMBRIDGE NCI CC,TRUE,FALSE,FALSE,TRUE
19,2017,CAMBRIDGE NCI CC,149,7,CAMBRIDGE ST. GILES CC,150,8,CAMBRIDGE ST. GILES CC WON  BY 2 WICKETS,CAMBRIDGE ST. GILES CC,FALSE,TRUE,FALSE,TRUE
20,2017,LITTLE DOWNHAM CC,129,10,CAMBRIDGE NCI CC,158,7,CAMBRIDGE NCI CC WON  BY 29 RUNS,CAMBRIDGE NCI CC,TRUE,FALSE,FALSE,TRUE
21,2017,WISBECH TOWN CC,116,6,CAMBRIDGE NCI CC,115,7,WISBECH TOWN CC WON  BY 4 WICKETS,WISBECH TOWN CC,FALSE,TRUE,TRUE,FALSE
24,2017,CAMDEN CC,161,2,CAMBRIDGE NCI CC,158,10,CAMDEN CC WON  BY 7 WICKETS,CAMDEN CC,FALSE,TRUE,TRUE,FALSE
25,2017,CAMBRIDGE ST. GILES CC,190,3,CAMBRIDGE NCI CC,186,10,CAMBRIDGE ST. GILES CC WON  BY 7 WICKETS,CAMBRIDGE ST. GILES CC,FALSE,TRUE,TRUE,FALSE
26,2017,CAMBRIDGE NCI CC,172,5,LITTLE DOWNHAM CC,171,6,CAMBRIDGE NCI CC WON  BY 5 WICKETS,CAMBRIDGE NCI CC,FALSE,TRUE,TRUE,FALSE
27,2017,"ST IVES TOWN CC, HUNTS",245,7,CAMBRIDGE NCI CC,143,9,"ST IVES TOWN CC, HUNTS WON  BY 102 RUNS","ST IVES TOWN CC, HUNTS",TRUE,FALSE,TRUE,FALSE
28,2017,CAMBRIDGE NCI CC,215,8,WISBECH TOWN CC,186,6,CAMBRIDGE NCI CC WON  BY 29 RUNS,CAMBRIDGE NCI CC,TRUE,FALSE,TRUE,FALSE
29,2017,CAMBRIDGE NCI CC,223,8,WIMBLINGTON CC,214,7,CAMBRIDGE NCI CC WON  BY 9 RUNS,CAMBRIDGE NCI CC,TRUE,FALSE,TRUE,FALSE
30,2017,CAMBRIDGE NCI CC,113,10,OVER CC,88,10,CAMBRIDGE NCI CC WON  BY 25 RUNS,CAMBRIDGE NCI CC,TRUE,FALSE,TRUE,FALSE
31,2017,CAMBRIDGE NCI CC,96,4,"ST IVES TOWN CC, HUNTS",94,10,CAMBRIDGE NCI CC WON  BY 6 WICKETS,CAMBRIDGE NCI CC,FALSE,TRUE,TRUE,FALSE
32,2017,CAMBRIDGE NCI CC,178,10,CAMDEN CC,218,7,CAMDEN CC WON  BY 40 RUNS,CAMDEN CC,TRUE,FALSE,FALSE,TRUE
33,2017,LEVERINGTON CC,157,7,CAMBRIDGE NCI CC,163,9,CAMBRIDGE NCI CC WON  BY 6 RUNS,CAMBRIDGE NCI CC,TRUE,FALSE,FALSE,TRUE
34,2017,GREAT CHISHILL CC,263,6,CITY OF ELY CC,220,7,GREAT CHISHILL CC WON  BY 43 RUNS,GREAT CHISHILL CC,TRUE,FALSE,TRUE,FALSE
35,2017,CHERRY HINTON CC,166,6,GREAT CHISHILL CC,162,9,CHERRY HINTON CC WON  BY 4 WICKETS,CHERRY HINTON CC,FALSE,TRUE,TRUE,FALSE
36,2017,GREAT CHISHILL CC,117,10,COTTENHAM CC,247,9,COTTENHAM CC WON  BY 130 RUNS,COTTENHAM CC,TRUE,FALSE,FALSE,TRUE
39,2017,GREAT CHISHILL CC,258,4,HORSEHEATH CC,236,7,GREAT CHISHILL CC WON  BY 22 RUNS,GREAT CHISHILL CC,TRUE,FALSE,TRUE,FALSE
41,2017,COTTENHAM CC,134,6,GREAT CHISHILL CC,132,10,COTTENHAM CC WON  BY 4 WICKETS,COTTENHAM CC,FALSE,TRUE,TRUE,FALSE
42,2017,"ROYSTON CC, HERTS",171,6,GREAT CHISHILL CC,169,10,"ROYSTON CC, HERTS WON  BY 4 WICKETS","ROYSTON CC, HERTS",FALSE,TRUE,TRUE,FALSE
43,2017,CITY OF ELY CC,187,5,GREAT CHISHILL CC,186,8,CITY OF ELY CC WON  BY 5 WICKETS,CITY OF ELY CC,FALSE,TRUE,TRUE,FALSE
44,2017,WILBURTON CC,55,1,GREAT CHISHILL CC,52,10,WILBURTON CC WON  BY 9 WICKETS,WILBURTON CC,FALSE,TRUE,TRUE,FALSE
45,2017,GREAT CHISHILL CC,155,10,SAFFRON WALDEN CC,156,4,SAFFRON WALDEN CC WON  BY 6 WICKETS,SAFFRON WALDEN CC,FALSE,TRUE,FALSE,TRUE
46,2017,GREAT CHISHILL CC,257,10,FORDHAM CC,185,8,GREAT CHISHILL CC WON  BY 72 RUNS,GREAT CHISHILL CC,TRUE,FALSE,TRUE,FALSE
47,2017,GREAT CHISHILL CC,219,9,"ROYSTON CC, HERTS",182,10,GREAT CHISHILL CC WON  BY 37 RUNS,GREAT CHISHILL CC,TRUE,FALSE,TRUE,FALSE
48,2017,HORSEHEATH CC,216,9,GREAT CHISHILL CC,104,10,HORSEHEATH CC WON  BY 112 RUNS,HORSEHEATH CC,TRUE,FALSE,TRUE,FALSE
49,2017,GREAT CHISHILL CC,123,10,"NEWPORT CC, ESSEX",151,10,"NEWPORT CC, ESSEX WON  BY 28 RUNS","NEWPORT CC, ESSEX",TRUE,FALSE,FALSE,TRUE
50,2017,SAFFRON WALDEN CC,167,10,GREAT CHISHILL CC,168,4,GREAT CHISHILL CC WON  BY 6 WICKETS,GREAT CHISHILL CC,FALSE,TRUE,FALSE,TRUE
51,2017,GREAT CHISHILL CC,170,9,CHERRY HINTON CC,171,6,CHERRY HINTON CC WON  BY 4 WICKETS,CHERRY HINTON CC,FALSE,TRUE,FALSE,TRUE
52,2017,LINTON VILLAGE CC,65,2,ELMDON CC,59,10,LINTON VILLAGE CC WON  BY 8 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,TRUE,FALSE
53,2017,LINTON VILLAGE CC,136,10,HASLINGFIELD CC,138,7,HASLINGFIELD CC WON  BY 3 WICKETS,HASLINGFIELD CC,FALSE,TRUE,FALSE,TRUE
54,2017,LINTON VILLAGE CC,213,8,HARLTON CC,212,5,LINTON VILLAGE CC WON  BY 2 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,TRUE,FALSE
55,2017,LINTON VILLAGE CC,165,0,LONGSTOWE CC,161,7,LINTON VILLAGE CC WON  BY 10 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,TRUE,FALSE
56,2017,HELIONS BUMPSTEAD CC,93,6,LINTON VILLAGE CC,92,10,HELIONS BUMPSTEAD CC WON  BY 4 WICKETS,HELIONS BUMPSTEAD CC,FALSE,TRUE,TRUE,FALSE
57,2017,LINTON VILLAGE CC,113,7,SAFFRON WALDEN CC,110,9,LINTON VILLAGE CC WON  BY 3 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,TRUE,FALSE
59,2017,LONGSTOWE CC,123,3,LINTON VILLAGE CC,293,7,LINTON VILLAGE CC WON  BY 170 RUNS,LINTON VILLAGE CC,TRUE,FALSE,FALSE,TRUE
60,2017,HARLTON CC,158,10,LINTON VILLAGE CC,159,2,LINTON VILLAGE CC WON  BY 8 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,FALSE,TRUE
61,2017,LINTON VILLAGE CC,231,9,"ABINGTON CC, CAMBS",235,8,"ABINGTON CC, CAMBS WON  BY 2 WICKETS","ABINGTON CC, CAMBS",FALSE,TRUE,FALSE,TRUE
62,2017,ELMDON CC,221,1,LINTON VILLAGE CC,222,3,LINTON VILLAGE CC WON  BY 7 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,FALSE,TRUE
63,2017,LINTON VILLAGE CC,270,4,WHITTLESFORD CC,207,10,LINTON VILLAGE CC WON  BY 63 RUNS,LINTON VILLAGE CC,TRUE,FALSE,TRUE,FALSE
64,2017,SAFFRON WALDEN CC,53,10,LINTON VILLAGE CC,54,1,LINTON VILLAGE CC WON  BY 9 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,FALSE,TRUE
65,2017,LINTON VILLAGE CC,276,8,HELIONS BUMPSTEAD CC,91,10,LINTON VILLAGE CC WON  BY 185 RUNS,LINTON VILLAGE CC,TRUE,FALSE,TRUE,FALSE
67,2017,"ABINGTON CC, CAMBS",141,10,LINTON VILLAGE CC,193,6,LINTON VILLAGE CC WON  BY 4 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,FALSE,TRUE
68,2017,ICKLETON CC,114,1,THRIPLOW CC,112,8,ICKLETON CC WON  BY 9 WICKETS,ICKLETON CC,FALSE,TRUE,TRUE,FALSE
69,2017,RICKLING RAMBLERS CC,93,10,ICKLETON CC,218,9,ICKLETON CC WON  BY 125 RUNS,ICKLETON CC,TRUE,FALSE,FALSE,TRUE
72,2017,ICKLETON CC,125,2,LONGSTOWE CC,122,10,ICKLETON CC WON  BY 8 WICKETS,ICKLETON CC,FALSE,TRUE,TRUE,FALSE
74,2017,"BARRINGTON CC, CAMBS",152,10,ICKLETON CC,155,4,ICKLETON CC WON  BY 6 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
75,2017,ELMDON CC,118,10,ICKLETON CC,120,3,ICKLETON CC WON  BY 7 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
76,2017,ICKLETON CC,237,3,"NEWPORT CC, ESSEX",203,10,ICKLETON CC WON  BY 34 RUNS,ICKLETON CC,TRUE,FALSE,TRUE,FALSE
77,2017,ICKLETON CC,274,6,GREAT SHELFORD CC,120,9,ICKLETON CC WON  BY 154 RUNS,ICKLETON CC,TRUE,FALSE,TRUE,FALSE
78,2017,"ROYSTON CC, HERTS",136,10,ICKLETON CC,137,7,ICKLETON CC WON  BY 3 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
79,2017,ICKLETON CC,153,5,LITTLE SHELFORD CC,149,10,ICKLETON CC WON  BY 5 WICKETS,ICKLETON CC,FALSE,TRUE,TRUE,FALSE
80,2017,LINTON VILLAGE CC,81,10,ICKLETON CC,82,1,ICKLETON CC WON  BY 9 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
82,2017,THORLEY CC,155,1,BIRCHANGER CC,154,10,THORLEY CC WON  BY 9 WICKETS,THORLEY CC,FALSE,TRUE,TRUE,FALSE
83,2017,BIRCHANGER CC,170,10,STANSTED HALL & ELSENHAM CC,411,6,STANSTED HALL & ELSENHAM CC WON  BY 241 RUNS,STANSTED HALL & ELSENHAM CC,TRUE,FALSE,FALSE,TRUE
84,2017,BRAUGHING CC,239,7,BIRCHANGER CC,93,10,BRAUGHING CC WON  BY 146 RUNS,BRAUGHING CC,TRUE,FALSE,TRUE,FALSE
85,2017,HATFIELD HEATH CC,75,3,BIRCHANGER CC,71,10,HATFIELD HEATH CC WON  BY 7 WICKETS,HATFIELD HEATH CC,FALSE,TRUE,TRUE,FALSE
86,2017,BIRCHANGER CC,118,10,WOODFORD WELLS CC,125,10,WOODFORD WELLS CC WON  BY 7 RUNS,WOODFORD WELLS CC,TRUE,FALSE,FALSE,TRUE
89,2017,BIRCHANGER CC,207,9,TAKELEY CC,127,10,BIRCHANGER CC WON  BY 80 RUNS,BIRCHANGER CC,TRUE,FALSE,TRUE,FALSE
90,2017,SOUTH LOUGHTON CC -,178,2,BIRCHANGER CC,176,9,SOUTH LOUGHTON CC WON  BY 8 WICKETS,SOUTH LOUGHTON CC,FALSE,TRUE,FALSE,FALSE
91,2017,BIRCHANGER CC,83,10,THORLEY CC,86,1,THORLEY CC WON  BY 9 WICKETS,THORLEY CC,FALSE,TRUE,FALSE,TRUE
92,2017,STANSTED HALL & ELSENHAM CC,409,7,BIRCHANGER CC,92,10,STANSTED HALL & ELSENHAM CC WON  BY 317 RUNS,STANSTED HALL & ELSENHAM CC,TRUE,FALSE,TRUE,FALSE
93,2017,BIRCHANGER CC,211,10,BRAUGHING CC,271,6,BRAUGHING CC WON  BY 60 RUNS,BRAUGHING CC,TRUE,FALSE,FALSE,TRUE
94,2017,BIRCHANGER CC,77,10,HATFIELD HEATH CC,78,5,HATFIELD HEATH CC WON  BY 5 WICKETS,HATFIELD HEATH CC,FALSE,TRUE,FALSE,TRUE
95,2017,WOODFORD WELLS CC,271,10,BIRCHANGER CC,317,8,BIRCHANGER CC WON  BY 2 WICKETS,BIRCHANGER CC,FALSE,TRUE,FALSE,TRUE
96,2017,ILFORD CATHOLIC CC,226,7,BIRCHANGER CC,180,7,ILFORD CATHOLIC CC WON  BY 46 RUNS,ILFORD CATHOLIC CC,TRUE,FALSE,TRUE,FALSE
97,2017,BIRCHANGER CC,120,10,"FARNHAM CC, ESSEX",270,4,"FARNHAM CC, ESSEX WON  BY 150 RUNS","FARNHAM CC, ESSEX",TRUE,FALSE,FALSE,TRUE
98,2017,TAKELEY CC,307,6,BIRCHANGER CC,181,10,TAKELEY CC WON  BY 126 RUNS,TAKELEY CC,TRUE,FALSE,TRUE,FALSE
99,2017,BIRCHANGER CC,236,9,SOUTH LOUGHTON CC -,261,7,SOUTH LOUGHTON CC WON  BY 25 RUNS,SOUTH LOUGHTON CC,TRUE,FALSE,FALSE,FALSE
101,2017,ELMDON CC,234,6,SAFFRON WALDEN CC,177,9,ELMDON CC WON  BY 57 RUNS,ELMDON CC,TRUE,FALSE,TRUE,FALSE
103,2017,WHITTLESFORD CC,151,2,ELMDON CC,146,8,WHITTLESFORD CC WON  BY 8 WICKETS,WHITTLESFORD CC,FALSE,TRUE,TRUE,FALSE
104,2017,ELMDON CC,112,10,"ABINGTON CC, CAMBS",190,7,"ABINGTON CC, CAMBS WON  BY 78 RUNS","ABINGTON CC, CAMBS",TRUE,FALSE,FALSE,TRUE
105,2017,LONGSTOWE CC,173,5,ELMDON CC,160,9,LONGSTOWE CC WON  BY 13 RUNS,LONGSTOWE CC,TRUE,FALSE,TRUE,FALSE
107,2017,ELMDON CC,142,10,HELIONS BUMPSTEAD CC,230,5,HELIONS BUMPSTEAD CC WON  BY 88 RUNS,HELIONS BUMPSTEAD CC,TRUE,FALSE,FALSE,TRUE
108,2017,"ABINGTON CC, CAMBS",219,9,ELMDON CC,198,9,"ABINGTON CC, CAMBS WON  BY 21 RUNS","ABINGTON CC, CAMBS",TRUE,FALSE,TRUE,FALSE
109,2017,HASLINGFIELD CC,244,2,ELMDON CC,245,3,ELMDON CC WON  BY 7 WICKETS,ELMDON CC,FALSE,TRUE,FALSE,TRUE
111,2017,HELIONS BUMPSTEAD CC,213,1,ELMDON CC,210,8,HELIONS BUMPSTEAD CC WON  BY 9 WICKETS,HELIONS BUMPSTEAD CC,FALSE,TRUE,TRUE,FALSE
112,2017,ELMDON CC,176,6,HARLTON CC,173,7,ELMDON CC WON  BY 4 WICKETS,ELMDON CC,FALSE,TRUE,TRUE,FALSE
113,2017,SAFFRON WALDEN CC,183,8,ELMDON CC,193,8,ELMDON CC WON  BY 10 RUNS,ELMDON CC,TRUE,FALSE,FALSE,TRUE
115,2017,ELMDON CC,220,2,WHITTLESFORD CC,208,10,ELMDON CC WON  BY 12 RUNS,ELMDON CC,TRUE,FALSE,TRUE,FALSE
116,2017,FULBOURN INSTITUTE CC,85,5,LITTLE SHELFORD CC,84,10,FULBOURN INSTITUTE CC WON  BY 5 WICKETS,FULBOURN INSTITUTE CC,FALSE,TRUE,TRUE,FALSE
117,2017,LITTLE SHELFORD CC,71,1,FULBOURN INSTITUTE CC,68,10,LITTLE SHELFORD CC WON  BY 9 WICKETS,LITTLE SHELFORD CC,FALSE,TRUE,TRUE,FALSE
118,2017,BASSINGBOURN CC,140,10,LITTLE SHELFORD CC,146,4,LITTLE SHELFORD CC WON  BY 6 WICKETS,LITTLE SHELFORD CC,FALSE,TRUE,FALSE,TRUE
120,2017,"ROYSTON CC, HERTS",93,8,LITTLE SHELFORD CC,92,9,"ROYSTON CC, HERTS WON  BY 2 WICKETS","ROYSTON CC, HERTS",FALSE,TRUE,TRUE,FALSE
